customer_id,order_id,row_id,sales,line_no
LC-17140,CA-2016-101693,7426,85.25,5
LC-17140,US-2017-116701,204,66.28,6
LC-17140,CA-2017-169439,7285,66.11,7
LC-17140,CA-2016-130477,905,64.96,8
LC-17140,CA-2014-102869,3598,64.7,9
LC-17140,CA-2015-119907,1461,55.42,10
LC-17140,CA-2016-101693,7427,32.71,11
LC-17140,CA-2017-169439,7284,25.92,12
LC-17140,CA-2016-130477,904,20.04,13
LC-17140,CA-2014-102869,3599,17.47,14
LC-17140,CA-2014-102869,3597,15.55,15
LC-17140,CA-2017-133431,629,15.24,16
LC-17140,CA-2017-133431,630,13.23,17
LC-17140,CA-2016-130477,906,12.96,18
LC-17140,CA-2017-162789,9409,12.07,19
LD-16855,CA-2016-152331,6506,5.3,1
LD-17005,CA-2014-124856,5796,1395.54,1
LD-17005,CA-2016-139878,2783,257.98,2
LD-17005,CA-2014-124856,5797,117.36,3
LD-17005,CA-2014-124856,5799,77.52,4
LD-17005,CA-2016-116379,9716,57.58,5
LD-17005,CA-2016-142762,1330,37.05,6
LD-17005,CA-2014-124856,5798,18.9,7
LE-16810,CA-2016-157245,770,641.96,1
LE-16810,CA-2017-108329,206,444.77,2
LE-16810,US-2017-150595,5540,181.99,3
LE-16810,CA-2014-100706,9020,99.98,4
LE-16810,CA-2015-131779,3446,29.9,5
LE-16810,CA-2014-100706,9021,29.46,6
LE-16810,US-2017-150595,5542,22.34,7
LE-16810,US-2014-117058,1326,17.46,8
LE-16810,US-2017-150595,5541,1.59,9
LF-17185,CA-2014-169019,9775,2177.58,1
LF-17185,CA-2015-109512,1883,563.4,2
LF-17185,CA-2014-169019,9778,431.14,3
LF-17185,CA-2015-109512,1882,383.61,4
LF-17185,CA-2017-148264,3432,128.9,5
LF-17185,CA-2017-148264,3433,60.12,6
LF-17185,CA-2017-118521,3780,37.94,7
LF-17185,CA-2017-148264,3431,29.79,8
LF-17185,CA-2015-109512,1881,29.34,9
LF-17185,CA-2014-110030,2720,23.98,10
LF-17185,CA-2014-169019,9776,17.5,11
LF-17185,CA-2014-169019,9777,16.78,12
LF-17185,CA-2014-113166,403,9.57,13
LF-17185,CA-2014-169019,9779,8.88,14
LF-17185,CA-2016-106341,513,7.15,15
LF-17185,CA-2014-169019,9780,4.84,16
LH-16750,CA-2017-133235,1206,271.96,1
LH-16750,CA-2017-129707,5434,8.9,2
LH-16750,CA-2014-117478,7103,6.57,3
LH-16900,US-2014-156559,4089,638.82,1
LH-16900,CA-2014-109855,8243,357.0,2
LH-16900,US-2015-136749,7155,275.88,3
LH-16900,CA-2016-113733,5747,249.58,4
LH-16900,US-2017-169320,4374,159.75,5
LH-16900,US-2015-136749,7156,157.9,6
LH-16900,US-2017-103814,5351,143.86,7
LH-16900,CA-2014-123323,4729,123.14,8
LH-16900,CA-2016-113733,5748,68.11,9
LH-16900,CA-2016-169194,48,45.0,10
LH-16900,CA-2014-109855,8242,23.74,11
LH-16900,CA-2016-169194,49,21.8,12
LH-16900,CA-2016-113733,5749,16.56,13
LH-16900,US-2017-169320,4373,11.68,14
LH-16900,CA-2014-126277,6910,2.5,15
LH-17020,CA-2015-114923,763,107.98,1
LH-17020,CA-2017-105991,5288,89.99,2
LH-17020,US-2014-115987,837,51.18,3
LH-17020,CA-2016-166443,2946,38.29,4
LH-17020,CA-2017-105991,5286,21.24,5
LH-17020,CA-2017-105991,5287,9.55,6
LH-17155,US-2016-131149,1733,338.04,1
LH-17155,CA-2016-154739,250,321.57,2
LH-17155,CA-2015-121965,4451,186.69,3
LH-17155,CA-2016-144092,7309,158.13,4
LH-17155,US-2016-131149,1734,154.24,5
LH-17155,CA-2016-144092,7308,113.89,6
LH-17155,CA-2016-141019,2161,79.38,7
LH-17155,CA-2016-144092,7307,72.0,8
LH-17155,US-2016-139486,525,66.26,9
LH-17155,CA-2016-133340,3741,61.93,10
LH-17155,CA-2016-133340,3740,59.98,11
LH-17155,US-2016-139486,524,55.18,12
LH-17155,CA-2015-121965,4449,12.56,13
LH-17155,CA-2014-113320,4854,12.54,14
LH-17155,US-2016-131912,6241,11.74,15
LH-17155,CA-2016-133340,3739,10.9,16
LH-17155,CA-2014-113320,4856,9.24,17
LH-17155,CA-2014-113320,4855,8.94,18
LH-17155,CA-2015-121965,4450,6.48,19
LL-16840,CA-2015-137974,7459,1196.86,1
LL-16840,CA-2015-137974,7457,569.64,2
LL-16840,CA-2015-137974,7460,523.26,3
LL-16840,CA-2014-153927,9883,272.61,4
LL-16840,CA-2017-120222,6889,73.34,5
LL-16840,US-2017-163195,4362,29.16,6
LL-16840,CA-2017-120222,6888,19.05,7
LL-16840,CA-2014-134061,885,17.46,8
LL-16840,CA-2014-153927,9882,14.04,9
LL-16840,CA-2015-164833,1817,9.26,10
LL-16840,CA-2015-137974,7458,9.14,11
LL-16840,CA-2015-164833,1816,7.38,12
LM-17065,US-2015-120161,543,646.78,1
LM-17065,CA-2014-104283,2277,306.2,2
LM-17065,CA-2014-104283,2279,223.96,3
LM-17065,CA-2014-104283,2278,85.98,4
LM-17065,CA-2016-105263,9511,38.34,5
LM-17065,CA-2015-169740,2642,29.99,6
LM-17065,CA-2016-105277,5777,15.53,7
LO-17170,CA-2017-141572,6242,247.44,1
LO-17170,CA-2015-104038,9084,146.73,2
LO-17170,CA-2017-163860,6821,113.37,3
LO-17170,CA-2017-118367,4260,47.98,4
LO-17170,CA-2015-143238,2536,46.32,5
LO-17170,CA-2015-104038,9085,29.9,6
LO-17170,CA-2017-163860,6820,7.97,7
LO-17170,CA-2017-163860,6822,2.96,8
LO-17170,CA-2017-163860,6819,1.68,9
LP-17080,CA-2016-116722,8121,451.15,1
LP-17080,CA-2017-118731,561,84.06,2
LP-17080,CA-2017-118731,560,42.6,3
LP-17080,CA-2016-116722,8120,41.96,4
LP-17080,CA-2017-133823,4123,37.59,5
LP-17080,CA-2017-133823,4122,37.44,6
LP-17080,CA-2016-116722,8122,31.5,7
LP-17080,CA-2017-133823,4124,26.03,8
LP-17080,CA-2014-159814,9402,4.27,9
LP-17095,CA-2017-121790,8270,2003.17,1
LP-17095,CA-2016-112830,9898,466.32,2
LP-17095,CA-2017-106782,4944,375.34,3
LP-17095,CA-2016-103709,7466,261.74,4
LP-17095,CA-2017-102736,8197,89.57,5
LP-17095,CA-2016-112830,9899,82.64,6
LP-17095,CA-2017-121804,1323,72.8,7
LP-17095,CA-2017-102736,8198,71.96,8
LP-17095,CA-2017-121790,8268,69.38,9
LP-17095,CA-2016-118969,4513,54.79,10
LP-17095,CA-2016-103709,7465,34.24,11
LP-17095,CA-2017-121790,8269,31.68,12
LP-17095,CA-2017-102736,8199,15.55,13
LP-17095,CA-2016-103709,7464,14.88,14
LP-17095,CA-2017-121790,8271,9.34,15
LR-16915,CA-2014-131450,596,1199.98,1
LR-16915,CA-2016-126732,9235,1091.17,2
LR-16915,CA-2017-109183,7293,649.0,3
LR-16915,CA-2016-126732,9237,568.73,4
LR-16915,CA-2014-131450,597,445.96,5
LR-16915,CA-2015-141327,8195,335.74,6
LR-16915,CA-2014-131450,598,327.76,7
LR-16915,CA-2016-125206,3074,114.46,8
LR-16915,CA-2015-141327,8194,98.35,9
LR-16915,CA-2016-126732,9233,94.68,10
LR-16915,US-2016-148803,1136,85.22,11
LR-16915,CA-2014-131450,595,76.12,12
LR-16915,CA-2016-126732,9234,23.67,13
LR-16915,CA-2016-126732,9236,18.69,14
LR-16915,CA-2016-126732,9238,7.31,15
LR-16915,CA-2015-141327,8193,6.05,16
LR-17035,CA-2015-102876,5010,791.96,1
LR-17035,CA-2016-143406,9088,454.97,2
LR-17035,CA-2017-119011,5966,226.56,3
LR-17035,CA-2017-119011,5967,107.88,4
LR-17035,CA-2016-143406,9087,93.03,5
LR-17035,CA-2014-109918,8369,83.92,6
LR-17035,CA-2017-103506,6262,41.4,7
LR-17035,CA-2014-109918,8367,27.36,8
LR-17035,CA-2014-109918,8368,20.56,9
LR-17035,CA-2017-119011,5965,17.22,10
LR-17035,CA-2015-102876,5009,9.52,11
LR-17035,CA-2015-102876,5011,4.92,12
LS-16945,CA-2016-114727,1203,854.35,1
LS-16945,CA-2016-114727,1204,593.57,2
LS-16945,CA-2016-114727,1201,544.01,3
LS-16945,CA-2016-114727,1205,338.04,4
LS-16945,CA-2017-100223,4230,332.03,5
LS-16945,US-2017-128832,6024,69.98,6
LS-16945,CA-2017-100223,4233,31.1,7
LS-16945,CA-2015-115420,6956,21.34,8
LS-16945,CA-2016-134362,868,15.94,9
LS-16945,CA-2017-100223,4232,15.55,10
LS-16945,CA-2017-100223,4231,11.39,11
LS-16945,CA-2017-108000,5900,9.78,12
LS-16945,CA-2017-100223,4234,6.32,13
LS-16945,CA-2016-114727,1202,1.87,14
LS-16975,CA-2017-117702,4247,1049.2,1
LS-16975,CA-2014-137092,6555,505.32,2
LS-16975,US-2015-138919,3016,344.22,3
LS-16975,CA-2014-137092,6554,319.97,4
LS-16975,US-2016-125969,130,238.56,5
LS-16975,US-2014-147648,5229,81.98,6
LS-16975,US-2016-125969,129,81.42,7
LS-16975,CA-2017-164168,3136,77.95,8
LS-16975,CA-2017-164168,3137,67.99,9
LS-16975,CA-2017-164168,3139,44.78,10
LS-16975,CA-2017-108294,1509,34.5,11
LS-16975,CA-2017-164168,3135,30.56,12
LS-16975,CA-2014-137092,6558,24.42,13
LS-16975,CA-2017-164168,3140,22.85,14
LS-16975,CA-2017-117702,4248,20.9,15
LS-16975,CA-2017-164168,3138,12.22,16
LS-16975,CA-2016-112025,2174,9.26,17
LS-16975,CA-2014-137092,6557,8.68,18
LS-16975,US-2015-118766,7906,4.46,19
LS-16975,US-2015-118766,7907,3.96,20
LS-16975,CA-2014-137092,6556,3.81,21
LS-16975,CA-2017-117702,4246,1.64,22
LS-17200,CA-2014-115084,5234,605.34,1
LS-17200,US-2017-165869,6692,155.88,2
LS-17200,CA-2016-160129,2921,70.45,3
LS-17200,CA-2014-141110,8601,40.54,4
LS-17200,CA-2017-169929,5152,39.9,5
LS-17200,US-2017-165869,6691,17.52,6
LS-17200,CA-2016-160129,2919,15.8,7
LS-17200,CA-2014-141110,8600,14.94,8
LS-17200,CA-2016-160129,2920,14.37,9
LS-17200,CA-2017-131618,2501,12.22,10
LS-17200,CA-2017-131618,2503,9.36,11
LS-17200,CA-2014-141110,8602,7.31,12
LS-17200,CA-2014-141110,8599,4.32,13
LS-17200,CA-2017-131618,2502,2.3,14
LS-17230,CA-2015-118955,3939,197.37,1
LS-17230,US-2015-111927,3832,76.14,2
LS-17230,CA-2015-118955,3937,28.75,3
LS-17230,CA-2015-118955,3938,27.22,4
LS-17230,US-2015-111927,3833,19.96,5
LS-17230,CA-2014-130813,5328,19.44,6
LS-17245,CA-2014-124730,5816,279.96,1
LS-17245,US-2014-109456,5887,179.97,2
LS-17245,CA-2016-152765,6050,173.49,3
LS-17245,CA-2017-135307,511,126.3,4
LS-17245,CA-2014-124730,5819,93.15,5
LS-17245,CA-2015-165414,4080,47.98,6
LS-17245,CA-2017-135307,512,38.04,7
LS-17245,CA-2014-124730,5818,17.09,8
LS-17245,US-2014-109456,5886,14.35,9
LS-17245,CA-2016-136994,7869,13.38,10
LS-17245,CA-2014-124730,5817,12.91,11
LS-17245,CA-2014-124730,5820,11.52,12
LT-16765,US-2015-122910,4716,201.58,1
LT-16765,CA-2017-160031,7392,74.35,2
LT-16765,CA-2014-126522,1162,53.94,3
LT-17110,US-2014-165659,2202,881.93,1
LT-17110,CA-2016-159373,2348,557.59,2
LT-17110,CA-2015-168207,8167,512.5,3
LT-17110,CA-2015-154620,788,348.93,4
LT-17110,CA-2017-122700,1431,220.75,5
LT-17110,CA-2015-168207,8165,117.49,6
LT-17110,CA-2015-168207,8164,96.96,7
LT-17110,CA-2017-147725,4430,70.95,8
LT-17110,CA-2016-159373,2346,70.08,9
LT-17110,US-2014-165659,2201,22.2,10
LT-17110,CA-2016-157364,6029,18.48,11
LT-17110,CA-2015-168207,8166,11.95,12
LT-17110,US-2015-104430,1174,5.18,13
LT-17110,CA-2016-159373,2347,1.27,14
LW-16825,CA-2014-160773,1319,575.92,1
LW-16825,CA-2014-103429,7858,464.0,2
LW-16825,CA-2014-164721,1984,320.88,3
LW-16825,CA-2016-109827,6801,269.97,4
LW-16825,CA-2014-103429,7859,235.95,5
LW-16825,CA-2016-109827,6803,100.8,6
LW-16825,CA-2016-109827,6804,47.97,7
LW-16825,CA-2016-109827,6802,45.12,8
LW-16825,CA-2014-103429,7860,39.96,9
LW-16825,CA-2016-109827,6800,35.45,10
LW-16825,CA-2014-164721,1986,26.76,11
LW-16825,CA-2014-103429,7857,25.58,12
LW-16825,CA-2014-164721,1985,23.88,13
LW-16825,CA-2017-144820,8115,20.64,14
LW-16825,CA-2014-160773,1320,5.18,15
LW-16990,US-2016-102239,7115,1685.88,1
LW-16990,CA-2017-152142,961,321.57,2
LW-16990,CA-2017-162978,1355,300.9,3
LW-16990,CA-2017-101245,1935,244.55,4
LW-16990,CA-2017-102834,1926,199.98,5
LW-16990,CA-2017-162978,1353,183.96,6
LW-16990,CA-2017-101245,1936,166.16,7
LW-16990,CA-2017-158407,1091,71.98,8
LW-16990,CA-2017-158407,1090,31.98,9
LW-16990,CA-2017-162978,1354,17.61,10
LW-16990,US-2016-102239,7116,5.73,11
LW-17125,CA-2016-157280,8965,756.8,1
LW-17125,CA-2016-157280,8963,273.96,2
LW-17125,CA-2014-112837,6312,127.95,3
LW-17125,CA-2016-157280,8964,89.97,4
LW-17125,CA-2017-117436,4820,10.36,5
LW-17215,CA-2014-116246,9426,3785.29,1
LW-17215,CA-2016-132997,8064,359.97,2
LW-17215,CA-2016-132997,8067,276.78,3
LW-17215,CA-2016-132997,8063,263.96,4
LW-17215,CA-2016-111416,3311,232.4,5
LW-17215,CA-2017-166128,2001,199.95,6
LW-17215,CA-2016-132997,8066,116.82,7
LW-17215,CA-2017-102659,9768,54.9,8
LW-17215,CA-2017-166128,2002,41.86,9
LW-17215,US-2016-117037,7790,30.53,10
LW-17215,US-2016-117037,7789,22.61,11
LW-17215,CA-2016-132997,8065,12.96,12
LW-17215,CA-2017-102218,9284,11.7,13
LW-17215,US-2016-117037,7788,7.9,14
LW-17215,US-2016-117037,7787,2.89,15
MA-17560,CA-2015-143105,4201,799.98,1
MA-17560,CA-2014-140732,5962,575.93,2
MA-17560,CA-2014-124478,5069,549.99,3
MA-17560,CA-2015-130974,7675,446.07,4
MA-17560,CA-2014-124478,5073,299.98,5
MA-17560,CA-2015-130974,7671,259.98,6
MA-17560,CA-2015-143105,4203,184.66,7
MA-17560,CA-2015-130974,7672,170.98,8
MA-17560,CA-2014-124478,5070,167.54,9
MA-17560,CA-2015-130974,7674,154.9,10
MA-17560,CA-2014-140732,5964,123.92,11
MA-17560,CA-2015-130974,7670,59.94,12
MA-17560,CA-2014-124478,5072,53.88,13
MA-17560,CA-2017-158722,5260,45.53,14
MA-17560,CA-2015-143105,4202,41.28,15
MA-17560,CA-2015-130974,7669,40.08,16
MA-17560,CA-2015-130974,7673,38.97,17
MA-17560,CA-2014-124478,5071,38.34,18
MA-17560,US-2016-117793,7989,37.59,19
MA-17560,CA-2017-107727,35,29.47,20
MA-17560,CA-2017-110373,3254,27.18,21
MA-17560,US-2016-117793,7988,25.2,22
MA-17560,CA-2014-168823,4236,20.81,23
MA-17560,CA-2015-110324,9355,19.44,24
MA-17560,CA-2015-110324,9357,18.54,25
MA-17560,US-2016-117793,7990,14.97,26
MA-17560,CA-2014-168823,4235,11.35,27
MA-17560,CA-2016-128916,9125,9.55,28
MA-17560,CA-2014-140732,5963,7.78,29
MA-17560,CA-2015-143105,4200,7.31,30
MA-17560,CA-2017-110373,3253,7.06,31
MA-17560,CA-2016-128916,9126,5.34,32
MA-17560,CA-2015-110324,9356,3.64,33
MA-17560,US-2016-117793,7991,1.98,34
MA-17995,CA-2016-152247,5870,1603.14,1
MA-17995,CA-2014-132010,9113,315.2,2
MA-17995,CA-2017-123638,2957,191.65,3
MA-17995,US-2016-165078,4370,104.9,4
MA-17995,US-2016-165078,4372,51.75,5
MA-17995,CA-2014-133704,4241,43.92,6
MA-17995,US-2016-165078,4371,39.68,7
MA-17995,CA-2014-132010,9111,36.4,8
MA-17995,CA-2014-132010,9112,22.96,9
MA-17995,CA-2014-133704,4242,20.23,10
MA-17995,CA-2014-132010,9114,15.18,11
MA-17995,CA-2015-157028,9127,8.28,12
MB-17305,CA-2016-118759,4531,408.01,1
MB-17305,CA-2017-163125,4918,254.06,2
MB-17305,CA-2015-168529,5509,145.9,3
MB-17305,CA-2017-169124,4296,129.39,4
MB-17305,CA-2014-151708,1466,121.38,5
MB-17305,CA-2014-151708,1467,95.98,6
MB-17305,CA-2017-149944,6214,76.12,7
MB-17305,CA-2017-163125,4917,67.14,8
MB-17305,CA-2015-145828,5611,53.04,9
MB-17305,CA-2016-118759,4532,40.44,10
MB-17305,CA-2015-113131,9571,33.57,11
MB-17305,CA-2015-113131,9573,24.42,12
MB-17305,CA-2017-105074,201,21.74,13
MB-17305,CA-2017-149944,6213,18.24,14
MB-17305,CA-2015-113131,9574,17.12,15
MB-17305,CA-2015-113131,9572,15.84,16
MB-17305,CA-2015-144288,2563,10.37,17
MB-17305,CA-2015-144288,2562,9.22,18
MB-17305,CA-2015-113131,9570,6.73,19
MB-18085,CA-2017-144498,6636,627.17,1
MB-18085,CA-2016-142524,9074,279.95,2
MB-18085,US-2016-128902,1462,244.01,3
MB-18085,CA-2017-144498,6637,122.12,4
MB-18085,CA-2017-144498,6635,68.54,5
MB-18085,CA-2014-141817,1760,19.54,6
MB-18085,CA-2016-112382,7833,19.14,7
MB-18085,CA-2017-122945,7589,17.31,8
MB-18085,CA-2016-142524,9073,16.56,9
MB-18085,CA-2017-151071,5075,13.9,10
MC-17275,CA-2014-107818,4851,975.92,1
MC-17275,CA-2015-143119,1628,517.5,2
MC-17275,CA-2014-107818,4853,485.88,3
MC-17275,CA-2014-107818,4852,303.84,4
MC-17275,CA-2016-118899,7695,167.89,5
MC-17275,CA-2015-114237,2026,141.96,6
MC-17275,CA-2015-168459,3650,55.1,7
MC-17275,CA-2015-105599,4109,27.41,8
MC-17275,CA-2017-154949,7214,14.73,9
MC-17275,CA-2015-105599,4108,13.96,10
MC-17275,CA-2016-146318,5675,12.96,11
MC-17275,CA-2014-107818,4850,5.88,12
MC-17275,CA-2015-168459,3649,2.95,13
MC-17425,CA-2016-133711,1455,3040.0,1
MC-17425,CA-2014-140473,8553,719.98,2
MC-17425,US-2016-168095,7932,230.28,3
MC-17425,US-2016-168095,7933,105.52,4
MC-17425,CA-2016-133711,1453,91.68,5
MC-17425,CA-2016-133711,1452,70.98,6
MC-17425,CA-2015-161711,6216,68.16,7
MC-17425,CA-2015-161711,6217,62.24,8
MC-17425,CA-2016-133711,1454,33.75,9
MC-17425,CA-2016-130050,3365,9.55,10
MC-17575,CA-2015-117772,5765,353.88,1
MC-17575,CA-2017-167703,1322,285.55,2
MC-17575,CA-2015-135314,3782,269.98,3
MC-17575,CA-2017-115175,4458,244.55,4
MC-17575,US-2017-149510,4566,45.22,5
MC-17575,US-2016-157840,7029,33.9,6
MC-17575,US-2017-149510,4567,28.78,7
MC-17575,US-2017-149510,4568,24.45,8
MC-17575,CA-2015-125423,1818,9.96,9
MC-17575,CA-2017-167703,1321,5.23,10
MC-17575,CA-2014-101147,6252,2.39,11
MC-17590,CA-2014-127446,2610,1218.74,1
MC-17590,CA-2016-131835,2047,597.0,2
MC-17590,CA-2016-131835,2046,162.64,3
MC-17590,CA-2017-159597,2421,99.99,4
MC-17590,CA-2014-130673,8584,66.96,5
MC-17590,CA-2017-159597,2420,63.56,6
MC-17590,CA-2016-131835,2048,55.48,7
MC-17590,CA-2016-113082,8807,40.48,8
MC-17590,CA-2016-157868,3251,24.85,9
MC-17590,CA-2014-127446,2608,24.67,10
MC-17590,CA-2014-130673,8583,20.78,11
MC-17590,CA-2014-127446,2612,15.7,12
MC-17590,CA-2014-130673,8582,10.37,13
MC-17590,CA-2014-130673,8581,10.33,14
MC-17590,CA-2014-127446,2613,6.1,15
MC-17590,CA-2014-127446,2611,5.9,16
MC-17590,CA-2014-127446,2609,2.52,17
MC-17605,US-2014-161613,4905,674.06,1
MC-17605,CA-2014-103989,6161,323.98,2
MC-17605,CA-2015-145394,6795,239.98,3
MC-17605,CA-2017-145142,523,210.98,4
MC-17605,CA-2017-134810,8282,207.0,5
MC-17605,CA-2014-103989,6167,170.24,6
MC-17605,US-2017-146213,7719,159.96,7
MC-17605,CA-2017-134810,8281,65.23,8
MC-17605,CA-2016-145492,5398,39.0,9
MC-17605,CA-2015-145394,6796,34.5,10
MC-17605,CA-2014-103989,6164,33.57,11
MC-17605,CA-2014-103989,6163,26.16,12
MC-17605,CA-2015-145394,6794,21.49,13
MC-17605,CA-2014-103989,6166,20.02,14
MC-17605,CA-2014-103989,6162,11.81,15
MC-17605,CA-2017-160962,5455,8.38,16
MC-17605,CA-2017-160962,5456,6.85,17
MC-17605,CA-2014-103989,6165,4.99,18
MC-17635,CA-2016-139010,2991,449.15,1
MC-17635,US-2017-151316,4083,182.99,2
MC-17635,US-2014-120175,9677,64.02,3
MC-17635,CA-2016-139010,2992,31.25,4
MC-17635,CA-2014-164861,2623,25.92,5
MC-17635,CA-2016-139010,2990,18.56,6
MC-17635,CA-2016-139010,2989,12.99,7
MC-17635,US-2017-151316,4084,10.27,8
MC-17845,CA-2017-148446,1517,1669.6,1
MC-17845,CA-2014-156594,3643,487.98,2
MC-17845,CA-2014-157784,686,479.97,3
MC-17845,US-2017-128447,7326,400.8,4
MC-17845,CA-2016-116337,8213,314.09,5
MC-17845,CA-2014-156594,3646,155.12,6
MC-17845,CA-2016-146143,3469,133.38,7
MC-17845,CA-2014-156594,3644,47.3,8
MC-17845,CA-2016-116337,8212,44.46,9
MC-17845,US-2017-128447,7327,28.79,10
MC-17845,CA-2014-157784,688,19.44,11
MC-17845,CA-2014-157784,687,14.62,12
MC-17845,US-2017-102638,2875,6.03,13
MC-17845,CA-2014-156594,3645,4.13,14
MC-18100,CA-2014-101602,1576,763.28,1
MC-18100,CA-2017-152807,1745,442.4,2
MC-18100,CA-2017-126242,2944,305.01,3
MC-18100,US-2015-129637,6685,180.02,4
MC-18100,CA-2014-123855,9765,139.8,5
MC-18100,CA-2016-139808,8007,93.36,6
MC-18100,CA-2015-111073,5294,51.59,7
MC-18100,US-2015-129637,6686,41.55,8
MC-18100,CA-2014-101602,1575,40.68,9
MC-18100,CA-2017-113075,7223,40.68,10
MC-18100,CA-2017-152807,1742,20.74,11
MC-18100,CA-2015-168809,6797,20.1,12
MC-18100,CA-2017-126242,2945,18.7,13
MC-18100,CA-2015-116512,8466,17.94,14
MC-18100,US-2015-129637,6687,13.12,15
MC-18100,CA-2017-152807,1744,11.17,16
MC-18100,CA-2015-168809,6799,7.88,17
MC-18100,CA-2017-152807,1743,7.17,18
MC-18100,CA-2015-168809,6798,3.8,19
MC-18130,CA-2016-129868,4595,902.71,1
MC-18130,CA-2016-129868,4592,302.38,2
MC-18130,CA-2016-129868,4593,146.35,3
MC-18130,CA-2014-132787,7378,92.52,4
MC-18130,CA-2016-129868,4596,53.97,5
MC-18130,CA-2015-148432,1529,26.18,6
MC-18130,CA-2016-129868,4591,17.76,7
MC-18130,CA-2016-115504,804,12.96,8
MC-18130,CA-2015-163104,4535,11.96,9
MC-18130,CA-2016-129868,4594,7.9,10
MC-18130,CA-2015-148432,1530,7.3,11
MD-17350,CA-2014-114251,9713,1080.1,1
MD-17350,CA-2014-143371,9943,998.82,2
MD-17350,CA-2017-132290,8413,933.41,3
MD-17350,CA-2014-114251,9711,273.57,4
MD-17350,CA-2015-134782,496,105.42,5
MD-17350,CA-2016-162383,7524,85.25,6
MD-17350,CA-2014-114251,9715,58.42,7
MD-17350,CA-2014-114251,9714,51.56,8
MD-17350,CA-2014-143371,9944,51.15,9
MD-17350,CA-2017-149181,1596,47.99,10
MD-17350,CA-2017-109757,3562,25.56,11
MD-17350,CA-2014-114251,9712,13.19,12
MD-17350,CA-2017-109757,3564,11.52,13
MD-17350,CA-2016-162383,7522,8.95,14
MD-17350,CA-2016-162383,7523,8.86,15
MD-17350,CA-2017-109757,3561,8.26,16
MD-17350,CA-2017-109757,3563,4.37,17
MD-17860,CA-2017-154410,1906,909.12,1
MD-17860,CA-2017-100055,9133,125.13,2
MD-17860,US-2014-117744,2788,58.36,3
MD-17860,US-2014-117744,2790,39.96,4
MD-17860,CA-2017-100055,9132,27.46,5
MD-17860,CA-2017-153654,4355,19.01,6
MD-17860,US-2014-117744,2789,16.46,7
MD-17860,CA-2017-104024,4238,9.41,8
ME-17320,CA-2016-160717,9661,3023.93,1
ME-17320,CA-2014-167199,7475,2573.82,2
ME-17320,CA-2016-152555,3552,844.12,3
ME-17320,CA-2016-152555,3553,812.74,4
ME-17320,CA-2014-167199,7479,755.96,5
ME-17320,CA-2014-167199,7476,609.98,6
ME-17320,CA-2016-160717,9663,477.6,7
ME-17320,CA-2017-148474,1457,452.94,8
ME-17320,CA-2014-167199,7478,391.98,9
ME-17320,CA-2017-137624,8530,241.42,10
ME-17320,CA-2016-159142,4243,149.97,11
ME-17320,CA-2017-148474,1456,91.2,12
ME-17320,CA-2017-129910,5873,59.76,13
ME-17320,CA-2016-152555,3551,45.53,14
ME-17320,CA-2014-167199,7480,31.12,15
ME-17320,CA-2016-159142,4244,27.81,16
ME-17320,CA-2016-160717,9662,26.96,17
ME-17320,CA-2017-143434,2930,19.76,18
ME-17320,US-2017-124926,1551,9.32,19
ME-17320,CA-2014-167199,7481,6.54,20
ME-17320,CA-2015-144302,5086,5.79,21
ME-17320,CA-2014-167199,7477,5.48,22
ME-17725,CA-2017-143756,6292,701.96,1
ME-17725,CA-2017-137449,9626,410.0,2
ME-17725,CA-2017-137449,9625,307.31,3
ME-17725,CA-2017-116645,1604,155.94,4
ME-17725,US-2016-123470,638,122.33,5
ME-17725,CA-2015-155635,9786,48.81,6
ME-17725,CA-2015-161830,4915,35.96,7
ME-17725,CA-2014-124807,7399,35.86,8
ME-17725,CA-2014-124807,7400,23.84,9
ME-17725,CA-2017-137449,9624,21.39,10
ME-17725,US-2016-123470,637,18.88,11
ME-17725,CA-2015-161830,4916,14.95,12
ME-17725,CA-2017-166415,2910,11.22,13
ME-18010,CA-2014-116932,1872,801.57,1
ME-18010,CA-2014-116932,1873,272.85,2
ME-18010,CA-2014-116932,1871,99.2,3
ME-18010,CA-2017-148138,6209,51.17,4
ME-18010,CA-2015-169278,5337,26.98,5
ME-18010,CA-2014-126333,7005,5.18,6
MF-17665,US-2014-169789,3724,551.99,1
MF-17665,US-2016-102232,9490,197.05,2
MF-17665,CA-2016-114307,8758,51.84,3
MF-17665,CA-2016-165827,6729,50.5,4
MF-17665,CA-2016-114307,8757,37.68,5
MF-17665,CA-2016-114307,8759,27.42,6
MF-17665,CA-2016-126543,3702,15.17,7
MF-17665,CA-2016-114307,8760,5.4,8
MF-18250,US-2017-162670,6854,494.97,1
MF-18250,US-2017-162670,6855,367.96,2
MF-18250,CA-2015-162964,8380,223.89,3
MF-18250,US-2017-162670,6857,182.94,4
MF-18250,CA-2015-128013,7125,144.12,5
MF-18250,CA-2014-149594,6491,103.94,6
MF-18250,CA-2015-162964,8378,64.78,7
MF-18250,US-2017-162670,6853,62.04,8
MF-18250,US-2017-162670,6856,44.96,9
MF-18250,CA-2015-144722,4795,43.13,10
MF-18250,CA-2015-162964,8379,15.55,11
MF-18250,CA-2015-128013,7124,10.02,12
MG-17650,CA-2014-166471,3392,1091.17,1
MG-17650,CA-2017-152933,9101,791.88,2
