region_code,order_date,daily_revenue,running_total
SOUTH,2025-02-27,665.16,36763.19
SOUTH,2025-02-28,307.76,37070.95
SOUTH,2025-03-01,-1264.53,35806.42
SOUTH,2025-03-10,1753.7,37560.12
SOUTH,2025-03-12,609.24,38169.36
SOUTH,2025-03-14,421.67,38591.03
SOUTH,2025-03-15,1696.75,40287.78
SOUTH,2025-03-16,361.66,40649.44
SOUTH,2025-03-17,886.67,41536.11
SOUTH,2025-03-20,646.79,42182.9
SOUTH,2025-03-23,644.6,42827.5
SOUTH,2025-03-25,942.96,43770.46
SOUTH,2025-03-26,200.86,43971.32
SOUTH,2025-03-29,708.43,44679.75
SOUTH,2025-04-06,1084.77,45764.52
SOUTH,2025-04-09,2881.42,48645.94
SOUTH,2025-04-15,87.29,48733.23
SOUTH,2025-04-16,6734.58,55467.81
SOUTH,2025-04-22,1428.1,56895.91
SOUTH,2025-04-30,202.92,57098.83
SOUTH,2025-05-01,7161.2,64260.03
SOUTH,2025-05-02,916.57,65176.6
SOUTH,2025-05-03,3112.37,68288.97
SOUTH,2025-05-04,2624.16,70913.13
SOUTH,2025-05-05,480.58,71393.71
SOUTH,2025-05-15,2325.51,73719.22
SOUTH,2025-05-16,1745.11,75464.33
SOUTH,2025-05-18,-298.41,75165.92
SOUTH,2025-05-20,-209.38,74956.54
SOUTH,2025-05-31,920.68,75877.22
SOUTH,2025-06-01,2551.44,78428.66
SOUTH,2025-06-03,1463.43,79892.09
SOUTH,2025-06-06,4030.44,83922.53
SOUTH,2025-06-07,181.8,84104.33
SOUTH,2025-06-08,392.23,84496.56
SOUTH,2025-06-10,440.51,84937.07
SOUTH,2025-06-12,1172.69,86109.76
SOUTH,2025-06-13,2568.26,88678.02
SOUTH,2025-06-14,36.16,88714.18
SOUTH,2025-06-15,821.48,89535.66
SOUTH,2025-06-16,916.31,90451.97
SOUTH,2025-06-18,246.37,90698.34
SOUTH,2025-06-20,748.73,91447.07
SOUTH,2025-06-21,627.27,92074.34
SOUTH,2025-06-23,5348.71,97423.05
SOUTH,2025-06-29,4365.31,101788.36
SOUTH,2025-06-30,2633.69,104422.05
SOUTH,2025-07-04,5085.7,109507.75
SOUTH,2025-07-08,825.88,110333.63
SOUTH,2025-07-09,2006.17,112339.8
SOUTH,2025-07-11,155.98,112495.78
SOUTH,2025-07-12,278.51,112774.29
SOUTH,2025-07-14,844.44,113618.73
SOUTH,2025-07-15,75.92,113694.65
SOUTH,2025-07-16,26.16,113720.81
SOUTH,2025-07-17,1791.41,115512.22
SOUTH,2025-07-18,468.22,115980.44
SOUTH,2025-07-23,246.23,116226.67
SOUTH,2025-07-25,771.65,116998.32
SOUTH,2025-07-26,1500.33,118498.65
SOUTH,2025-07-28,2729.17,121227.82
SOUTH,2025-07-29,138.58,121366.4
SOUTH,2025-07-31,168.43,121534.83
SOUTH,2025-08-01,47.69,121582.52
SOUTH,2025-08-02,990.45,122572.97
SOUTH,2025-08-05,333.86,122906.83
SOUTH,2025-08-06,2684.73,125591.56
SOUTH,2025-08-13,158.61,125750.17
SOUTH,2025-08-16,2987.42,128737.59
SOUTH,2025-08-17,20.5,128758.09
SOUTH,2025-08-19,6323.13,135081.22
SOUTH,2025-08-20,-139.16,134942.06
SOUTH,2025-08-22,49.8,134991.86
SOUTH,2025-08-24,291.94,135283.8
SOUTH,2025-08-26,5020.39,140304.19
SOUTH,2025-08-28,2051.37,142355.56
SOUTH,2025-08-29,47.8,142403.36
SOUTH,2025-08-30,75.94,142479.3
SOUTH,2025-08-31,1887.59,144366.89
SOUTH,2025-09-02,1741.4,146108.29
SOUTH,2025-09-03,1879.51,147987.8
SOUTH,2025-09-05,253.84,148241.64
SOUTH,2025-09-07,1730.63,149972.27
SOUTH,2025-09-08,1131.38,151103.65
SOUTH,2025-09-09,2096.0,153199.65
SOUTH,2025-09-10,205.75,153405.4
SOUTH,2025-09-12,1834.3,155239.7
SOUTH,2025-09-13,2725.76,157965.46
SOUTH,2025-09-14,442.05,158407.51
SOUTH,2025-09-15,419.38,158826.89
SOUTH,2025-09-17,2360.51,161187.4
SOUTH,2025-09-18,336.36,161523.76
SOUTH,2025-09-21,1265.74,162789.5
SOUTH,2025-09-22,111.36,162900.86
SOUTH,2025-09-23,250.54,163151.4
SOUTH,2025-09-25,588.13,163739.53
SOUTH,2025-09-26,4281.84,168021.37
SOUTH,2025-09-29,66.0,168087.37
SOUTH,2025-09-30,253.05,168340.42
SOUTH,2025-10-01,1182.07,169522.49
SOUTH,2025-10-03,1368.22,170890.71
SOUTH,2025-10-04,6585.99,177476.7
SOUTH,2025-10-05,1130.97,178607.67
SOUTH,2025-10-07,4825.46,183433.13
SOUTH,2025-10-08,600.03,184033.16
SOUTH,2025-10-10,163.96,184197.12
SOUTH,2025-10-13,3341.14,187538.26
SOUTH,2025-10-15,3810.29,191348.55
SOUTH,2025-10-16,3308.37,194656.92
SOUTH,2025-10-17,645.14,195302.06
SOUTH,2025-10-19,1417.03,196719.09
SOUTH,2025-10-20,143.1,196862.19
SOUTH,2025-10-24,2575.41,199437.6
SOUTH,2025-10-25,4192.87,203630.47
SOUTH,2025-10-26,3485.83,207116.3
SOUTH,2025-10-28,2090.11,209206.41
SOUTH,2025-10-30,-76.24,209130.17
SOUTH,2025-10-31,2754.56,211884.73
SOUTH,2025-11-03,17.03,211901.76
SOUTH,2025-11-05,641.13,212542.89
SOUTH,2025-11-06,3149.45,215692.34
SOUTH,2025-11-08,6543.83,222236.17
SOUTH,2025-11-09,762.71,222998.88
SOUTH,2025-11-10,4552.21,227551.09
SOUTH,2025-11-13,1720.48,229271.57
SOUTH,2025-11-14,96.33,229367.9
SOUTH,2025-11-15,1246.99,230614.89
SOUTH,2025-11-16,2269.26,232884.15
SOUTH,2025-11-17,761.6,233645.75
SOUTH,2025-11-19,227.19,233872.94
SOUTH,2025-11-20,2312.82,236185.76
SOUTH,2025-11-21,64.12,236249.88
SOUTH,2025-11-22,190.35,236440.23
SOUTH,2025-11-23,5144.72,241584.95
SOUTH,2025-11-24,5337.51,246922.46
SOUTH,2025-11-25,3183.28,250105.74
SOUTH,2025-11-26,3629.5,253735.24
SOUTH,2025-11-27,90.73,253825.97
SOUTH,2025-11-28,736.05,254562.02
SOUTH,2025-11-30,238.92,254800.94
SOUTH,2025-12-01,4319.91,259120.85
SOUTH,2025-12-02,1762.21,260883.06
SOUTH,2025-12-04,379.76,261262.82
SOUTH,2025-12-05,2521.81,263784.63
SOUTH,2025-12-06,5596.0,269380.63
SOUTH,2025-12-07,2612.96,271993.59
SOUTH,2025-12-08,2511.98,274505.57
SOUTH,2025-12-09,237.76,274743.33
SOUTH,2025-12-10,2462.82,277206.15
SOUTH,2025-12-12,4684.24,281890.39
SOUTH,2025-12-13,-417.64,281472.75
SOUTH,2025-12-14,3249.13,284721.88
SOUTH,2025-12-15,421.33,285143.21
SOUTH,2025-12-16,705.73,285848.94
SOUTH,2025-12-17,511.96,286360.9
SOUTH,2025-12-19,279.12,286640.02
SOUTH,2025-12-21,2664.18,289304.2
SOUTH,2025-12-22,2087.7,291391.9
SOUTH,2025-12-26,2240.67,293632.57
SOUTH,2025-12-27,1658.74,295291.31
SOUTH,2025-12-28,2974.44,298265.75
SOUTH,2025-12-29,744.83,299010.58
SOUTH,2025-12-30,-126.04,298884.54
SOUTH,2025-12-31,3418.85,302303.39
SOUTH,2026-01-01,4312.23,306615.62
SOUTH,2026-01-02,1333.2,307948.82
SOUTH,2026-01-03,1937.08,309885.9
SOUTH,2026-01-05,1860.51,311746.41
SOUTH,2026-01-07,-2656.71,309089.7
SOUTH,2026-01-08,936.98,310026.68
SOUTH,2026-01-09,10944.67,320971.35
SOUTH,2026-01-10,2885.9,323857.25
SOUTH,2026-01-11,2635.72,326492.97
SOUTH,2026-01-12,3401.56,329894.53
SOUTH,2026-01-13,1630.79,331525.32
SOUTH,2026-01-14,40.26,331565.58
SOUTH,2026-01-15,5353.14,336918.72
SOUTH,2026-01-16,2720.25,339638.97
SOUTH,2026-01-17,5520.48,345159.45
SOUTH,2026-01-18,1613.69,346773.14
SOUTH,2026-01-19,461.78,347234.92
SOUTH,2026-01-20,977.05,348211.97
SOUTH,2026-01-21,6763.31,354975.28
SOUTH,2026-01-22,242.81,355218.09
SOUTH,2026-01-24,478.33,355696.42
SOUTH,2026-01-25,4276.13,359972.55
SOUTH,2026-01-26,115.94,360088.49
SOUTH,2026-01-27,18.22,360106.71
SOUTH,2026-01-30,1320.41,361427.12
SOUTH,2026-01-31,2950.58,364377.7
SOUTH,2026-02-01,4189.14,368566.84
SOUTH,2026-02-02,184.84,368751.68
SOUTH,2026-02-03,2078.34,370830.02
SOUTH,2026-02-04,274.25,371104.27
SOUTH,2026-02-05,86.94,371191.21
SOUTH,2026-02-07,459.58,371650.79
SOUTH,2026-02-08,93.79,371744.58
SOUTH,2026-02-09,599.58,372344.16
SOUTH,2026-02-10,7502.35,379846.51
SOUTH,2026-02-11,3795.29,383641.8
SOUTH,2026-02-12,3444.64,387086.44
SOUTH,2026-02-14,1963.37,389049.81
SOUTH,2026-02-15,429.21,389479.02
SOUTH,2026-02-17,40.31,389519.33
SOUTH,2026-02-18,443.32,389962.65
SOUTH,2026-02-19,5261.22,395223.87
SOUTH,2026-02-20,1536.55,396760.42
SOUTH,2026-02-21,6751.55,403511.97
SOUTH,2026-02-22,4350.04,407862.01
SOUTH,2026-02-23,1495.14,409357.15
SOUTH,2026-02-24,-211.42,409145.73
SOUTH,2026-02-25,3638.27,412784.0
SOUTH,2026-02-26,1610.21,414394.21
SOUTH,2026-02-27,2778.88,417173.09
SOUTH,2026-02-28,548.61,417721.7
SOUTH,2026-03-01,756.01,418477.71
SOUTH,2026-03-02,1488.93,419966.64
SOUTH,2026-03-03,1032.6,420999.24
SOUTH,2026-03-04,1170.24,422169.48
SOUTH,2026-03-05,6936.28,429105.76
SOUTH,2026-03-06,334.31,429440.07
SOUTH,2026-03-07,1016.76,430456.83
SOUTH,2026-03-08,4.42,430461.25
SOUTH,2026-03-09,469.05,430930.3
SOUTH,2026-03-10,-380.83,430549.47
SOUTH,2026-03-11,3699.9,434249.37
SOUTH,2026-03-12,4003.06,438252.43
SOUTH,2026-03-13,3515.9,441768.33
SOUTH,2026-03-14,3615.16,445383.49
SOUTH,2026-03-15,820.8,446204.29
SOUTH,2026-03-16,1744.98,447949.27
SOUTH,2026-03-17,1372.78,449322.05
SOUTH,2026-03-18,66.39,449388.44
SOUTH,2026-03-19,3413.03,452801.47
SOUTH,2026-03-20,343.58,453145.05
SOUTH,2026-03-21,-205.53,452939.52
SOUTH,2026-03-22,2649.48,455589.0
SOUTH,2026-03-23,158.12,455747.12
SOUTH,2026-03-24,7003.24,462750.36
SOUTH,2026-03-25,666.1,463416.46
SOUTH,2026-03-26,1928.9,465345.36
SOUTH,2026-03-27,6422.49,471767.85
SOUTH,2026-03-28,918.56,472686.41
SOUTH,2026-03-29,1862.38,474548.79
SOUTH,2026-03-30,12880.24,487429.03
SOUTH,2026-03-31,430.17,487859.2
SOUTH,2026-04-01,-1512.7,486346.5
SOUTH,2026-04-02,133.18,486479.68
SOUTH,2026-04-03,4592.29,491071.97
SOUTH,2026-04-04,650.73,491722.7
SOUTH,2026-04-05,2924.43,494647.13
SOUTH,2026-04-06,5416.78,500063.91
SOUTH,2026-04-07,7881.94,507945.85
SOUTH,2026-04-08,5355.56,513301.41
SOUTH,2026-04-09,446.52,513747.93
SOUTH,2026-04-10,6693.16,520441.09
SOUTH,2026-04-11,-1446.49,518994.6
SOUTH,2026-04-13,76.9,519071.5
SOUTH,2026-04-14,311.9,519383.4
SOUTH,2026-04-15,5318.53,524701.93
SOUTH,2026-04-16,5772.22,530474.15
SOUTH,2026-04-17,2330.53,532804.68
SOUTH,2026-04-18,3708.29,536512.97
SOUTH,2026-04-19,143.36,536656.33
SOUTH,2026-04-20,4295.8,540952.13
SOUTH,2026-04-21,1787.09,542739.22
SOUTH,2026-04-22,486.06,543225.28
SOUTH,2026-04-23,158.4,543383.68
SOUTH,2026-04-24,2628.37,546012.05
SOUTH,2026-04-25,1791.58,547803.63
SOUTH,2026-04-26,6130.25,553933.88
SOUTH,2026-04-27,2772.35,556706.23
SOUTH,2026-04-28,6139.59,562845.82
SOUTH,2026-04-29,1411.04,564256.86
SOUTH,2026-04-30,2970.33,567227.19
SOUTH,2026-05-01,3287.82,570515.01
SOUTH,2026-05-02,276.8,570791.81
SOUTH,2026-05-03,2582.41,573374.22
SOUTH,2026-05-04,484.29,573858.51
SOUTH,2026-05-05,563.47,574421.98
SOUTH,2026-05-06,9875.34,584297.32
SOUTH,2026-05-08,10626.14,594923.46
SOUTH,2026-05-09,3381.71,598305.17
SOUTH,2026-05-10,913.94,599219.11
SOUTH,2026-05-11,1147.96,600367.07
SOUTH,2026-05-12,3216.15,603583.22
SOUTH,2026-05-13,2989.85,606573.07
SOUTH,2026-05-14,6622.44,613195.51
SOUTH,2026-05-15,169.47,613364.98
SOUTH,2026-05-16,6091.9,619456.88
SOUTH,2026-05-17,2120.7,621577.58
SOUTH,2026-05-18,1063.48,622641.06
SOUTH,2026-05-19,-120.46,622520.6
SOUTH,2026-05-20,3569.49,626090.09
SOUTH,2026-05-21,324.53,626414.62
SOUTH,2026-05-22,8969.29,635383.91
SOUTH,2026-05-23,3606.04,638989.95
SOUTH,2026-05-24,2684.39,641674.34
SOUTH,2026-05-25,2071.38,643745.72
SOUTH,2026-05-26,2811.57,646557.29
SOUTH,2026-05-27,1573.01,648130.3
SOUTH,2026-05-28,2779.55,650909.85
SOUTH,2026-05-29,3866.84,654776.69
SOUTH,2026-05-30,756.93,655533.62
SOUTH,2026-05-31,3294.56,658828.18
SOUTH,2026-06-01,7777.92,666606.1
SOUTH,2026-06-02,605.23,667211.33
SOUTH,2026-06-03,3725.19,670936.52
SOUTH,2026-06-04,10387.8,681324.32
SOUTH,2026-06-05,9128.02,690452.34
SOUTH,2026-06-06,44.93,690497.27
SOUTH,2026-06-07,10822.74,701320.01
SOUTH,2026-06-08,3712.36,705032.37
SOUTH,2026-06-10,3161.64,708194.01
SOUTH,2026-06-11,1287.5,709481.51
SOUTH,2026-06-12,4779.8,714261.31
SOUTH,2026-06-13,257.95,714519.26
SOUTH,2026-06-14,16.14,714535.4
SOUTH,2026-06-15,-819.85,713715.55
SOUTH,2026-06-16,1659.05,715374.6
SOUTH,2026-06-17,3609.82,718984.42
SOUTH,2026-06-18,60.49,719044.91
SOUTH,2026-06-19,502.97,719547.88
SOUTH,2026-06-20,6002.98,725550.86
SOUTH,2026-06-21,3562.94,729113.8
SOUTH,2026-06-22,997.02,730110.82
SOUTH,2026-06-24,7774.58,737885.4
SOUTH,2026-06-25,1560.8,739446.2
SOUTH,2026-06-26,1306.7,740752.9
SOUTH,2026-06-28,4341.88,745094.78
SOUTH,2026-06-29,3169.26,748264.04
SOUTH,2026-06-30,3675.09,751939.13
SOUTH,2026-07-01,2806.35,754745.48
SOUTH,2026-07-02,533.39,755278.87
SOUTH,2026-07-03,4391.29,759670.16
SOUTH,2026-07-04,6045.52,765715.68
SOUTH,2026-07-05,5091.37,770807.05
SOUTH,2026-07-06,5102.07,775909.12
SOUTH,2026-07-07,40.59,775949.71
SOUTH,2026-07-08,3438.74,779388.45
SOUTH,2026-07-09,4352.54,783740.99
SOUTH,2026-07-10,7330.14,791071.13
SOUTH,2026-07-11,2672.07,793743.2
SOUTH,2026-07-12,4751.97,798495.17
SOUTH,2026-07-13,4040.46,802535.63
SOUTH,2026-07-14,4679.7,807215.33
SOUTH,2026-07-15,470.61,807685.94
SOUTH,2026-07-16,699.84,808385.78
SOUTH,2026-07-17,661.33,809047.11
SOUTH,2026-07-18,4721.39,813768.5
SOUTH,2026-07-19,915.57,814684.07
SOUTH,2026-07-20,-252.27,814431.8
SOUTH,2026-07-22,4666.97,819098.77
SOUTH,2026-07-23,1135.58,820234.35
SOUTH,2026-07-25,2622.51,822856.86
SOUTH,2026-07-26,2207.27,825064.13
SOUTH,2026-07-27,3414.37,828478.5
SOUTH,2026-07-28,3321.48,831799.98
SOUTH,2026-07-29,4257.25,836057.23
SOUTH,2026-07-30,1304.86,837362.09
SOUTH,2026-07-31,3835.96,841198.05
SOUTH,2026-08-01,-78.62,841119.43
WEST,2024-09-01,1073.06,1073.06
WEST,2024-09-04,3228.1,4301.16
WEST,2024-09-07,304.21,4605.37
WEST,2024-09-17,2065.3,6670.67
WEST,2024-09-18,1232.85,7903.52
WEST,2024-09-24,417.65,8321.17
WEST,2024-10-13,36.33,8357.5
WEST,2024-10-18,925.58,9283.08
WEST,2024-10-23,333.2,9616.28
WEST,2024-11-05,1415.51,11031.79
WEST,2024-11-07,373.88,11405.67
WEST,2024-11-17,1173.63,12579.3
WEST,2024-11-18,1313.32,13892.62
WEST,2024-11-20,1449.79,15342.41
WEST,2024-11-26,721.58,16063.99
WEST,2024-11-28,1003.24,17067.23
WEST,2024-11-30,249.62,17316.85
WEST,2024-12-12,222.39,17539.24
WEST,2024-12-16,3355.98,20895.22
WEST,2024-12-17,1090.46,21985.68
WEST,2024-12-21,74.05,22059.73
WEST,2024-12-26,3656.19,25715.92
WEST,2024-12-28,310.77,26026.69
WEST,2024-12-31,1498.24,27524.93
WEST,2025-01-02,478.2,28003.13
WEST,2025-01-03,1784.94,29788.07
WEST,2025-01-06,481.54,30269.61
WEST,2025-01-11,4592.28,34861.89
WEST,2025-01-12,3025.48,37887.37
WEST,2025-01-15,556.91,38444.28
WEST,2025-01-16,176.59,38620.87
WEST,2025-01-18,5995.93,44616.8
WEST,2025-01-20,55.44,44672.24
WEST,2025-01-22,2085.54,46757.78
WEST,2025-02-04,184.4,46942.18
WEST,2025-02-07,221.77,47163.95
WEST,2025-02-08,610.69,47774.64
WEST,2025-02-09,3035.6,50810.24
WEST,2025-02-10,644.86,51455.1
WEST,2025-02-13,236.85,51691.95
WEST,2025-02-14,3029.39,54721.34
WEST,2025-02-15,318.45,55039.79
WEST,2025-02-19,1858.43,56898.22
WEST,2025-02-21,336.6,57234.82
WEST,2025-02-22,3463.61,60698.43
WEST,2025-02-23,-20.22,60678.21
WEST,2025-02-26,187.33,60865.54
WEST,2025-02-28,4610.3,65475.84
WEST,2025-03-01,641.69,66117.53
WEST,2025-03-03,431.07,66548.6
WEST,2025-03-06,417.01,66965.61
WEST,2025-03-07,25.04,66990.65
WEST,2025-03-09,200.03,67190.68
WEST,2025-03-10,588.7,67779.38
WEST,2025-03-11,3372.36,71151.74
WEST,2025-03-13,5402.27,76554.01
WEST,2025-03-14,971.62,77525.63
WEST,2025-03-19,1416.35,78941.98
WEST,2025-03-22,1819.02,80761.0
WEST,2025-03-24,523.46,81284.46
WEST,2025-03-30,340.8,81625.26
WEST,2025-03-31,3792.19,85417.45
WEST,2025-04-02,681.82,86099.27
WEST,2025-04-05,321.73,86421.0
WEST,2025-04-07,167.58,86588.58
WEST,2025-04-08,982.99,87571.57
WEST,2025-04-10,-902.86,86668.71
WEST,2025-04-21,174.62,86843.33
WEST,2025-04-22,2182.12,89025.45
WEST,2025-04-23,418.39,89443.84
WEST,2025-04-24,1682.82,91126.66
WEST,2025-04-25,443.19,91569.85
WEST,2025-04-26,1260.06,92829.91
WEST,2025-04-28,1114.53,93944.44
WEST,2025-04-29,1574.57,95519.01
WEST,2025-04-30,-70.05,95448.96
WEST,2025-05-02,1148.09,96597.05
WEST,2025-05-05,1521.94,98118.99
WEST,2025-05-06,916.22,99035.21
WEST,2025-05-08,798.54,99833.75
WEST,2025-05-12,398.9,100232.65
WEST,2025-05-14,-10.28,100222.37
WEST,2025-05-15,1354.39,101576.76
WEST,2025-05-19,613.13,102189.89
WEST,2025-05-20,1092.76,103282.65
WEST,2025-05-22,447.06,103729.71
WEST,2025-05-23,5593.27,109322.98
WEST,2025-05-24,2595.93,111918.91
WEST,2025-05-26,697.55,112616.46
WEST,2025-05-28,568.84,113185.3
WEST,2025-06-03,4474.76,117660.06
WEST,2025-06-10,596.18,118256.24
WEST,2025-06-11,7253.1,125509.34
WEST,2025-06-12,898.1,126407.44
WEST,2025-06-13,1399.59,127807.03
WEST,2025-06-14,-471.05,127335.98
WEST,2025-06-17,-267.04,127068.94
WEST,2025-06-18,598.96,127667.9
WEST,2025-06-19,1550.85,129218.75
WEST,2025-06-21,3263.58,132482.33
WEST,2025-06-22,2263.48,134745.81
WEST,2025-06-25,831.9,135577.71
WEST,2025-06-26,156.01,135733.72
WEST,2025-06-28,2551.33,138285.05
WEST,2025-06-29,334.17,138619.22
WEST,2025-06-30,128.46,138747.68
WEST,2025-07-02,166.3,138913.98
WEST,2025-07-04,3459.08,142373.06
WEST,2025-07-06,195.07,142568.13
WEST,2025-07-09,1323.7,143891.83
WEST,2025-07-10,436.6,144328.43
WEST,2025-07-11,134.53,144462.96
WEST,2025-07-12,939.81,145402.77
WEST,2025-07-16,867.97,146270.74
WEST,2025-07-20,322.84,146593.58
WEST,2025-07-21,373.32,146966.9
WEST,2025-07-22,4046.29,151013.19
WEST,2025-07-25,1362.54,152375.73
WEST,2025-07-26,1046.76,153422.49
WEST,2025-07-27,43.58,153466.07
WEST,2025-07-30,-1169.1,152296.97
WEST,2025-07-31,2085.31,154382.28
WEST,2025-08-02,37.92,154420.2
WEST,2025-08-04,4114.62,158534.82
WEST,2025-08-05,1505.94,160040.76
WEST,2025-08-07,14.56,160055.32
WEST,2025-08-08,252.93,160308.25
WEST,2025-08-09,554.39,160862.64
WEST,2025-08-10,1852.78,162715.42
WEST,2025-08-11,593.76,163309.18
WEST,2025-08-12,60.55,163369.73
WEST,2025-08-13,385.57,163755.3
WEST,2025-08-14,2387.58,166142.88
WEST,2025-08-15,739.05,166881.93
WEST,2025-08-16,53.5,166935.43
WEST,2025-08-17,1984.28,168919.71
WEST,2025-08-18,510.49,169430.2
WEST,2025-08-19,33.57,169463.77
WEST,2025-08-20,1104.98,170568.75
WEST,2025-08-21,1380.44,171949.19
WEST,2025-08-24,4615.42,176564.61
WEST,2025-08-25,215.01,176779.62
WEST,2025-08-26,1336.22,178115.84
WEST,2025-08-27,1905.8,180021.64
WEST,2025-08-28,463.67,180485.31
WEST,2025-08-29,4412.85,184898.16
WEST,2025-08-30,1462.67,186360.83
WEST,2025-08-31,169.43,186530.26
WEST,2025-09-01,238.05,186768.31
WEST,2025-09-03,10198.24,196966.55
WEST,2025-09-05,4528.34,201494.89
WEST,2025-09-06,736.29,202231.18
WEST,2025-09-09,124.02,202355.2
WEST,2025-09-10,257.51,202612.71
WEST,2025-09-11,284.83,202897.54
WEST,2025-09-14,3442.67,206340.21
WEST,2025-09-16,362.39,206702.6
WEST,2025-09-18,581.14,207283.74
WEST,2025-09-19,29.1,207312.84
WEST,2025-09-21,4.95,207317.79
WEST,2025-09-22,436.41,207754.2
WEST,2025-09-23,1998.88,209753.08
WEST,2025-09-24,916.47,210669.55
WEST,2025-09-25,99.97,210769.52
WEST,2025-09-28,2671.31,213440.83
WEST,2025-09-29,4747.19,218188.02
WEST,2025-10-02,1523.62,219711.64
WEST,2025-10-03,1172.25,220883.89
WEST,2025-10-05,735.53,221619.42
WEST,2025-10-07,5601.06,227220.48
WEST,2025-10-08,2942.04,230162.52
WEST,2025-10-09,1785.28,231947.8
WEST,2025-10-10,-2708.66,229239.14
WEST,2025-10-11,2022.7,231261.84
WEST,2025-10-12,-475.52,230786.32
WEST,2025-10-15,749.24,231535.56
WEST,2025-10-16,26.76,231562.32
WEST,2025-10-17,91.6,231653.92
WEST,2025-10-19,654.22,232308.14
WEST,2025-10-21,36.94,232345.08
WEST,2025-10-22,412.75,232757.83
WEST,2025-10-24,790.71,233548.54
WEST,2025-10-25,890.87,234439.41
WEST,2025-10-27,710.76,235150.17
WEST,2025-10-28,1301.3,236451.47
WEST,2025-10-29,1805.11,238256.58
WEST,2025-10-30,145.77,238402.35
WEST,2025-10-31,1082.4,239484.75
WEST,2025-11-01,-1267.02,238217.73
WEST,2025-11-02,849.81,239067.54
WEST,2025-11-04,1146.85,240214.39
WEST,2025-11-05,153.06,240367.45
WEST,2025-11-06,3651.97,244019.42
WEST,2025-11-10,-113.66,243905.76
WEST,2025-11-11,2085.3,245991.06
WEST,2025-11-12,4048.87,250039.93
WEST,2025-11-13,1652.73,251692.66
WEST,2025-11-14,118.71,251811.37
WEST,2025-11-15,-690.49,251120.88
WEST,2025-11-17,192.19,251313.07
WEST,2025-11-18,592.35,251905.42
WEST,2025-11-21,256.02,252161.44
WEST,2025-11-22,5884.3,258045.74
WEST,2025-11-23,58.87,258104.61
WEST,2025-11-24,1525.54,259630.15
WEST,2025-11-25,6426.66,266056.81
WEST,2025-11-27,874.74,266931.55
WEST,2025-11-29,1137.85,268069.4
WEST,2025-11-30,304.85,268374.25
WEST,2025-12-02,1611.76,269986.01
WEST,2025-12-03,3632.39,273618.4
WEST,2025-12-07,1820.95,275439.35
WEST,2025-12-09,1813.15,277252.5
WEST,2025-12-10,0.0,277252.5
WEST,2025-12-11,78.11,277330.61
WEST,2025-12-12,-618.93,276711.68
WEST,2025-12-13,4998.65,281710.33
WEST,2025-12-14,3978.07,285688.4
WEST,2025-12-15,3126.8,288815.2
WEST,2025-12-16,2836.18,291651.38
WEST,2025-12-18,22.47,291673.85
WEST,2025-12-19,4068.87,295742.72
WEST,2025-12-21,1630.17,297372.89
WEST,2025-12-22,5923.14,303296.03
WEST,2025-12-23,4364.12,307660.15
WEST,2025-12-24,1167.84,308827.99
WEST,2025-12-25,-12.5,308815.49
WEST,2025-12-26,506.25,309321.74
WEST,2025-12-27,1122.12,310443.86
WEST,2025-12-28,457.71,310901.57
WEST,2025-12-29,-1476.76,309424.81
WEST,2025-12-30,4455.74,313880.55
WEST,2025-12-31,6491.58,320372.13
WEST,2026-01-01,4832.58,325204.71
WEST,2026-01-02,2442.77,327647.48
WEST,2026-01-04,437.28,328084.76
WEST,2026-01-05,123.85,328208.61
WEST,2026-01-06,4184.41,332393.02
WEST,2026-01-07,1782.11,334175.13
WEST,2026-01-08,363.72,334538.85
WEST,2026-01-11,1398.85,335937.7
WEST,2026-01-12,-912.63,335025.07
WEST,2026-01-14,1437.42,336462.49
WEST,2026-01-15,2683.37,339145.86
WEST,2026-01-16,-67.96,339077.9
WEST,2026-01-17,1925.29,341003.19
WEST,2026-01-18,1455.1,342458.29
WEST,2026-01-19,2117.4,344575.69
WEST,2026-01-20,529.51,345105.2
WEST,2026-01-21,559.0,345664.2
WEST,2026-01-22,926.1,346590.3
WEST,2026-01-23,1331.01,347921.31
WEST,2026-01-24,909.3,348830.61
WEST,2026-01-25,4726.05,353556.66
WEST,2026-01-27,2057.64,355614.3
WEST,2026-01-28,1250.81,356865.11
WEST,2026-01-30,982.47,357847.58
WEST,2026-01-31,1690.47,359538.05
WEST,2026-02-01,832.02,360370.07
WEST,2026-02-03,3166.27,363536.34
WEST,2026-02-04,556.51,364092.85
WEST,2026-02-06,1864.94,365957.79
WEST,2026-02-07,368.47,366326.26
WEST,2026-02-09,4880.46,371206.72
WEST,2026-02-10,1375.65,372582.37
WEST,2026-02-12,2152.61,374734.98
WEST,2026-02-13,989.89,375724.87
WEST,2026-02-16,1582.76,377307.63
WEST,2026-02-18,1048.56,378356.19
WEST,2026-02-19,263.45,378619.64
WEST,2026-02-20,1957.32,380576.96
WEST,2026-02-21,2825.54,383402.5
WEST,2026-02-22,1907.41,385309.91
WEST,2026-02-24,8639.78,393949.69
WEST,2026-02-27,6102.47,400052.16
WEST,2026-02-28,2203.19,402255.35
WEST,2026-03-01,4144.25,406399.6
WEST,2026-03-02,3452.05,409851.65
WEST,2026-03-03,4971.65,414823.3
WEST,2026-03-05,3001.49,417824.79
WEST,2026-03-07,1100.45,418925.24
